FLAG_TSUNAMI	YEAR	MONTH	DAY	EQ_PRIMARY	LATITUDE	LONGITUDE
	1987	3	2	6.6	-37.965	176.765
Tsu	1668	7	10	6.6	38.4	27.1
Tsu	1856	11	13	6.6	38.25	26.25
Tsu	1899	1	22	6.6	37.25	21.75
Tsu	1902	7	5	6.6	40.75	23.25
Tsu	1917	1	20	6.6	-7	116
	1957	7	2	6.6	36.1	52.7
	1996	2	3	6.6	27.291	100.276
	2003	12	26	6.6	28.995	58.311
Tsu	407	4	1	6.6	41	29
	1673	7	30	6.6	36.3	59.3
	1896	11	1	6.6	39.7	75.9
	1965	4	29	6.6	47.4	-122.3
	1965	11	13	6.6	43.9	87.8
Tsu	1968	9	3	6.6	41.8	32.3
	1984	3	27	6.6	-4.647	145.805
	1985	7	29	6.6	36.19	70.896
	1988	8	20	6.6	26.755	86.616
Tsu	1995	5	13	6.6	40.149	21.695
	1999	3	28	6.6	30.512	79.403
	2003	12	22	6.6	35.706	-121.102
Tsu	1972	6	8	6.6	-30.5	-71.8
	1983	4	4	6.6	5.723	94.722
	1985	3	17	6.6	-32.663	-71.551
Tsu	1990	2	8	6.6	9.755	124.694
	2007	12	20	6.6	-39.011	178.291
Tsu	1667	11	30	6.6	38.4	27.1
Tsu	1941	2	9	6.6	40.5	-125.25
	1988	11	17	6.6	12.399	124.537
	2001	2	13	6.6	13.671	-88.938
	2004	5	3	6.6	-37.695	-73.406
Tsu	1978	1	14	6.6	34.809	139.259
Tsu	1978	3	22	6.6	44.14	149.029
Tsu	-58			6.6	41.3	19.5
	1715	3	8	6.6	38.7	43.9
Tsu	1715	12	29	6.6	33.3	131.7
Tsu	1726	4	1	6.6	36.3	136
Tsu	1731	10	7	6.6	37.9	140.6
Tsu	1751	5	20	6.6	37.2	138.1
Tsu	1762	10	31	6.6	38.1	138.7
Tsu	1802	12	9	6.6	37.7	138.3
Tsu	1810	9	25	6.6	39.9	139.9
	1812	12	7	6.6	35.4	139.6
Tsu	1908	3	23	6.6	-10	129
Tsu	1912	6	8	6.6	40.5	142
	1915	12	29	6.6	14.56	-88.76
Tsu	1919	6	29	6.6	12.33	-88.291
Tsu	1930	9	30	6.6	-4.423	145.46
Tsu	1939	3	20	6.6	32.3	132
	1943	1	20	6.6	40.8	30.5
Tsu	1960	6	11	6.6	-9.4	152.3
	1960	9	22	6.6	-3.6	29
Tsu	1961	1	10	6.6	50.016	156.099
	1961	6	11	6.6	27.9	54.6
Tsu	1963	12	16	6.6	-6.4	105.4
Tsu	1964	5	7	6.6	40.4	139
	1970	6	5	6.6	42.5	78.8
	1970	9	26	6.6	6.2	-77.6
Tsu	1971	9	8	6.6	46.4	141.2
Tsu	1973	6	26	6.6	43.2	146.6
	1978	3	19	6.6	17.03	-99.74
	1979	11	14	6.6	33.918	59.741
	1979	12	15	6.6	-3.299	102.712
	1982	12	16	6.6	36.148	69.011
Tsu	1984	1	8	6.6	-2.823	118.806
	1987	4	25	6.6	2.244	98.866
Tsu	1987	7	6	6.6	-14.074	167.828
Tsu	1989	10	29	6.6	39.571	143.333
Tsu	1993	6	18	6.6	-28.886	-176.819
Tsu	1994	6	3	6.6	-10.362	112.892
Tsu	1996	10	18	6.6	30.568	131.093
	1997	11	18	6.6	37.57	20.656
	1998	1	10	6.6	14.374	-91.473
	1998	3	14	6.6	30.154	57.605
	1998	5	22	6.6	-17.731	-65.431
	1998	5	30	6.6	37.106	70.11
	1998	9	28	6.6	-8.194	112.413
	1999	3	4	6.6	28.343	57.193
	2001	7	5	6.6	-16.086	-73.987
	2002	4	18	6.6	-27.535	-70.586
	2003	9	21	6.6	19.917	95.672
	2004	10	15	6.6	24.53	122.694
	2004	10	23	6.6	37.226	138.779
Tsu	2004	11	2	6.6	49.277	-128.772
Tsu	2005	1	19	6.6	34.064	141.491
	2005	3	20	6.6	33.807	130.131
Tsu	2007	7	16	6.6	37.57	138.478
	2008	10	5	6.6	39.533	73.824
	2009	10	1	6.6	-2.515	101.501
	2009	11	8	6.6	-8.207	118.631
Tsu	2010	1	3	6.6	-8.743	157.477
	2011	4	11	6.6	37.001	140.401
	2013	4	20	6.6	30.308	102.888
	2013	9	7	6.6	14.643	-92.104
	2015	9	24	6.6	-0.631	131.244
	2016	4	10	6.6	36.472	71.131
	2016	10	26	6.6	42.934	13.043
	2016	10	30	6.6	42.855	13.088
Tsu	2017	11	1	6.6	-21.63	168.884
	1971	2	9	6.5	34.412	-118.4
	1101			6.5	36	59
Tsu	1511	3	26	6.5	46.2	13.433
	1857	12	16	6.5	40.3	16
Tsu	1863	6	3	6.5	14.5	121
Tsu	1893	2	9	6.5	40.5	25.5
	1905	4	15	6.5	40.2	29
	1906	3	1	6.5	41.1	20
	1930	7	23	6.5	41.1	15.4
Tsu	1939	5	8	6.5	37.053	-24.427
Tsu	1948	4	22	6.5	38.532	20.425
Tsu	1953	9	10	6.5	35	32.5
	1967	11	30	6.5	41.5	20.5
	1976	5	6	6.5	46.356	13.275
	1219	6	2	6.5	36	106.2
Tsu	1273	9		6.5	41.3	19.7
	1305	5	3	6.5	39.8	113.1
	1306	9	12	6.5	35.9	106.1
	1350			6.5	43	43
	1606	11	30	6.5	23.6	102.8
	1765	9	2	6.5	34.8	105
	1789	6	7	6.5	24.2	102.8
	1799	8	27	6.5	23.8	102.4
Tsu	1840	3	22	6.5	12.9	123.9
Tsu	1862	7	10	6.5	7	0.4
	1897	5	10	6.5	-37.3	139.7
Tsu	1928	3	31	6.5	38.1	27.4
	1939	9	21	6.5	39.1	26.8
	1961	6	1	6.5	10.4	39.9
	1966	2	5	6.5	26.1	103.1
Tsu	1974	5	8	6.5	34.5	138.7
	46	10	23	6.5	33	112.5
	128	2	23	6.5	34.7	105.4
	788	3	8	6.5	32.5	109.4
	876	7	14	6.5	37.8	105.9
	1022	4		6.5	39.8	113.1
	1291	8	25	6.5	36.1	111.5
	1337	9	8	6.5	40.4	115.7
	1485	8	14	6.5	36.9	49.9
	1502	10	17	6.5	35.7	115.3
	1512	10	8	6.5	25	98.5
	1577	3	13	6.5	25	98.6
	1614	10	23	6.5	37.2	112.5
	1618	5	20	6.5	37	111.9
	1631	8	14	6.5	29.3	111.7
	1713	9	4	6.5	32	103.7
	1730	9	30	6.5	40	116.2
	1738			6.5	33.3	96.6
	1755	1	27	6.5	24.7	102.2
	1763	12	30	6.5	24.3	102.8
	1764	7		6.5	15.91	-85.96
	1811	9	27	6.5	31.7	100.3
	1815	10	13	6.5	25.2	121.2
	1816	12	8	6.5	31.4	100.7
	1839	6	27	6.5	23.4	120.4
Tsu	1852	1	9	6.5	-6.5	105.5
Tsu	1858	4	24	6.5	-30	-71.4
	1862	6	6	6.5	23.4	120
	1868	4	3	6.5	41.2	69.6
	1881	7	20	6.5	33.6	104.6
	1884	11	14	6.5	23	101.1
	1893	12	25	6.5	41.2	80.3
Tsu	1898	3	31	6.5	38.2	-122.4
Tsu	1898	7	23	6.5	-36.83	-73.03
Tsu	1903	12	7	6.5	-28.5	-71
	1906	3	28	6.5	24.5	118.5
	1909	5	11	6.5	24.4	103
	1916	8	28	6.5	23.7	120.9
	1929	5	18	6.5	40.2	37.9
	1930	9	21	6.5	25.8	98.4
	1952	6	19	6.5	22.7	99.8
	1961	3	16	6.5	-8.2	122
Tsu	1967	7	29	6.5	10.6	-67.3
	1967	12	10	6.5	17.7	73.9
Tsu	1970	5	14	6.5	43	47.1
	1973	4	26	6.5	19.936	-155.098
Tsu	1983	8	17	6.5	18.231	120.86
	1997	2	4	6.5	37.661	57.291
	2002	6	22	6.5	35.626	49.047
	1779	12	27	6.5	38	46.7
	1950	6	19	6.5	-6	113
Tsu	1995	6	15	6.5	38.401	22.283
	1997	4	23	6.5	13.986	144.901
	2002	7	31	6.5	7.929	-82.793
	2003	11	18	6.5	12.025	125.416
	1990	5	30	6.5	-6.016	-77.229
Tsu	1939	5	6	6.5	13.5	121.25
	1985	3	18	6.5	7.758	123.544
Tsu	1994	5	24	6.5	23.959	122.448
Tsu	1965	10	3	6.5	-42.9	-75.13
	-1250			6.5	32	35.5
	-193	2		6.5	35.4	103.9
Tsu	745	6	9	6.5	34.6	135.3
Tsu	766	7	20	6.5	31.6	130.7
Tsu	887	8	2	6.5	37.5	138.1
Tsu	1008	4	11	6.5	27.665	52.348
	1119	12	10	6.5	36.2	50
	1208	7	16	6.5	36.3	57.6
	1300			6.5	36.8	56
	1440			6.5	28.3	53.1
	1482			6.5	26.1	56.9
	1493	1	10	6.5	33	59.8
Tsu	1640	7	31	6.5	42.07	140.68
Tsu	1643	7	25	6.5	35.5	129.5
Tsu	1649	12	9	6.5	35.5	126
Tsu	1700	9	12	6.5	36.5	126.5
Tsu	1732	12	4	6.5	35.2	140.8
Tsu	1738	7	19	6.5	36.8	24.4
Tsu	1754	8	18	6.5	-3.5	128.5
Tsu	1768	7	22	6.5	26.2	127.5
Tsu	1791	9	13	6.5	34.5	135.4
	1800			6.5	36.2	53.3
Tsu	1808	8	8	6.5	33.9	134.8
	1830	4	3	6.5	36.4	54.3
Tsu	1837	8	9	6.5	16.86	-99.88
Tsu	1848	7	12	6.5	-17.9	-149.9
Tsu	1861	9	25	6.5	-1.5	100
Tsu	1862	3	4	6.5	14.5	121
	1869	7	7	6.5	27.7	85.3
Tsu	1872	1	10	6.5	-16.4	-71.5
	1896	3	5	6.5	38	76
Tsu	1903	3	30	6.5	-3	127.5
	1903	9	25	6.5	35.2	58.2
Tsu	1905	12	8	6.5	11	123.5
	1906	4	13	6.5	23.4	120.4
Tsu	1907	1	14	6.5	18.2	-76.8
Tsu	1917	1	25	6.5	24.47	118.08
Tsu	1924	5	6	6.5	16	118
Tsu	1930	7	19	6.5	-9.3	114.3
Tsu	1930	12	23	6.5	-1.3	144.3
	1934	8	11	6.5	24.8	121.5
	1935	7	16	6.5	24.6	120.8
Tsu	1935	11	25	6.5	5.5	94
	1943	4	5	6.5	39.3	73.3
	1951	5	6	6.5	13	-87.8
Tsu	1954	11	18	6.5	38.9	142.2
	1955	4	24	6.5	44.2	83.6
Tsu	1955	9	8	6.5	-6.9	155.7
	1956	1	8	6.5	17	-99.5
Tsu	1956	8	12	6.5	33.8	138.8
	1960	5	26	6.5	40	20
Tsu	1961	5	23	6.5	36.7	28.5
Tsu	1961	6	16	6.5	8.9	-73.4
Tsu	1961	10	18	6.5	-36.7	-73
Tsu	1962	12	21	6.5	52.47	-168.54
	1963	8	29	6.5	39.8	74.2
Tsu	1965	7	2	6.5	53.03	-167.55
	1968	9	1	6.5	34	58.2
	1969	3	28	6.5	38.6	28.4
	1973	4	14	6.5	10.679	-84.759
	1973	4	24	6.5	4.956	-78.144
	1975	7	8	6.5	21.49	94.7
	1976	7	14	6.5	-8.17	114.888
	1977	8	31	6.5	7.34	-76.3
	1979	7	1	6.5	8.316	-82.943
	1980	7	29	6.5	29.598	81.092
Tsu	1983	3	12	6.5	-4.056	127.924
	1983	4	12	6.5	-4.843	-78.103
Tsu	1983	8	17	6.5	55.867	161.287
Tsu	1987	11	26	6.5	-8.247	124.155
Tsu	1990	9	23	6.5	33.267	138.643
	1991	7	4	6.5	-8.099	124.681
Tsu	1994	6	4	6.5	-10.777	113.366
	1995	1	19	6.5	5.05	-72.916
	1999	9	25	6.5	23.738	121.158
	1999	12	21	6.5	-6.845	105.555
	2000	6	17	6.5	63.966	-20.487
	2000	6	21	6.5	63.98	-20.758
Tsu	2000	7	30	6.5	33.901	139.376
	2000	10	2	6.5	-7.977	30.709
	2000	11	8	6.5	7.042	-77.829
	2001	7	26	6.5	39.059	24.244
	2002	2	3	6.5	38.573	31.271
	2002	8	14	6.5	14.101	146.199
Tsu	2002	9	13	6.5	13.036	93.068
	2003	3	25	6.5	-8.294	120.743
	2003	12	25	6.5	8.416	-82.824
	2004	4	5	6.5	36.512	71.029
	2005	12	12	6.5	36.357	71.093
	2007	11	25	6.5	-8.277	118.339
Tsu	2008	2	25	6.5	-2.486	99.972
	2010	1	10	6.5	40.652	-124.692
	2010	12	20	6.5	28.412	59.18
Tsu	2011	1	9	6.5	-19.157	168.311
	2012	7	25	6.5	2.707	96.045
	2012	8	11	6.5	38.329	46.826
Tsu	2013	7	21	6.5	-41.704	174.337
	2013	8	16	6.5	-41.767	174.061
Tsu	2014	7	11	6.5	37.04	142.425
Tsu	2015	11	17	6.5	38.755	20.552
	2016	12	6	6.5	5.281	96.108
	2017	2	10	6.5	9.911	125.461
	2017	7	6	6.5	11.114	124.633
	2017	8	8	6.5	33.193	103.855
	1893	1	31	6.4	37.7	20.9
	1910	6	24	6.4	36	4
	1948	6	30	6.4	38.5	20.5
	1581			6.4	-14.1	-71.5
Tsu	1833	1	19	6.4	40.4	19.9
Tsu	1837	1	1	6.4	33	35.5
Tsu	1893	4	17	6.4	37.7	20.9
	1895	5	15	6.4	40	20.1
	1905	10	8	6.4	42	23
Tsu	1933	4	23	6.4	36.8	27.2
	2003	9	22	6.4	19.777	-70.673
	1475			6.4	42.6	75.2
Tsu	1899	12	25	6.4	33.5	-117
	1902	12	16	6.4	40.8	72.3
Tsu	1917	1	31	6.4	6	125
	1923	9	17	6.4	37.2	57.7
Tsu	1939	6	22	6.4	5.18	-0.13
	1966	9	28	6.4	27.5	100.1
	1969	10	27	6.4	44.9	17.2
	1980	7	9	6.4	39.269	23.041
	1980	10	24	6.4	18.211	-98.24
	1981	3	4	6.4	38.209	23.288
	2004	2	24	6.4	35.142	-3.997
	-63	10		6.4	45.2	36.6
	368			6.4	40.5	29.6
	1824	6	25	6.4	29.8	52.4
	1864	12	2	6.4	33.38	45.98
Tsu	1901	3	3	6.4	36	-120.5
	1901	3	31	6.4	43.4	28.7
Tsu	1915	11	18	6.4	18	119.5
	1962	8	19	6.4	44.68	81.58
	1969	7	25	6.4	22.317	111.8
Tsu	1978	6	20	6.4	40.739	23.229
	1984	9	18	6.4	40.885	42.219
	1995	10	1	6.4	38.063	30.134
	2007	3	6	6.4	-0.493	100.498
	1991	1	31	6.4	35.993	70.423
Tsu	1668	7	31	6.4	38	126
	1991	11	19	6.4	4.554	-77.442
	1980	6	9	6.4	32.22	-114.985
	1983	12	22	6.4	-5.392	151.868
	1987	8	13	6.4	-17.897	-70.931
	1990	7	27	6.4	-15.355	167.464
	1991	4	4	6.4	-6.038	-77.13
Tsu	2015	2	19	6.4	-16.431	168.148
Tsu	362	5	24	6.4	31.3	35.6
Tsu	744	6	30	6.4	32.4	130.5
Tsu	1498	7	9	6.4	34.4	137.7
Tsu	1597	9	10	6.4	33.3	131.6
	1615	6	26	6.4	35.7	139.7
Tsu	1619	5	1	6.4	32.5	130.6
	1647	6	16	6.4	36	140
Tsu	1666	5	31	6.4	35	136.8
Tsu	1670	12	17	6.4	35.5	141
Tsu	1698	12	22	6.4	33.3	131.7
Tsu	1759	10	30	6.4	33	35.5
Tsu	1792	5	21	6.4	32.8	130.3
Tsu	1799	6	29	6.4	36.6	136.6
Tsu	1828	5	26	6.4	32.6	129.9
Tsu	1834	2	9	6.4	43.3	141.4
	1844	5	12	6.4	33.6	51.4
Tsu	1857	7	13	6.4	34.8	138.3
Tsu	1863	9	20	6.4	44.6	141.5
	1922	2	16	6.4	11.7	-70.85
	1947	4	10	6.4	35	-116.6
Tsu	1949	9	5	6.4	17	121.5
	1953	2	12	6.4	35.4	55.1
Tsu	1953	9	14	6.4	-18.3	178.2
	1959	11	15	6.4	38.75	75.317
Tsu	1961	8	1	6.4	-9.849	160.614
Tsu	1967	8	13	6.4	-4.4	152.5
Tsu	1970	6	19	6.4	-22.28	-70.55
	1976	1	13	6.4	66.16	-16.58
	1976	6	7	6.4	17.4	-100.64
Tsu	1979	2	20	6.4	40.232	143.703
	1979	11	23	6.4	4.805	-76.217
	1980	8	9	6.4	15.888	-88.516
Tsu	1982	3	11	6.4	-9.265	118.479
Tsu	1986	5	17	6.4	52.327	-174.504
	1986	5	20	6.4	24.125	121.619
	1988	11	6	6.4	23.181	99.439
Tsu	1990	2	20	6.4	34.706	139.252
	1993	3	12	6.4	-14.385	-178.252
Tsu	1994	4	8	6.4	40.608	143.683
	1994	6	5	6.4	24.511	121.905
	1995	2	8	6.4	4.104	-76.622
	1997	5	13	6.4	36.411	70.945
	1998	2	20	6.4	36.479	71.086
	1998	8	27	6.4	39.66	77.343
	2000	6	10	6.4	23.843	121.225
	2000	7	16	6.4	20.253	122.043
Tsu	2002	3	26	6.4	23.346	124.09
	2002	4	1	6.4	-29.67	-71.384
	2002	9	20	6.4	-1.68	134.234
	2003	4	17	6.4	37.529	96.476
	2003	5	1	6.4	39.007	40.464
	2004	11	20	6.4	9.602	-84.172
	2005	2	22	6.4	30.754	56.816
Tsu	2008	4	28	6.4	-19.941	168.953
	2008	10	28	6.4	30.639	67.351
	2008	10	29	6.4	30.598	67.455
Tsu	2009	8	10	6.4	34.743	138.264
	2009	12	19	6.4	23.796	121.605
	2011	12	11	6.4	17.844	-99.963
	2012	1	30	6.4	-14.168	-75.635
	2012	7	25	6.4	-9.694	159.727
	2013	10	12	6.4	35.487	23.261
	2014	1	13	6.4	19.001	-66.848
	2014	5	8	6.4	17.385	-100.656
	2015	4	20	6.4	24.194	122.327
	2015	7	3	6.4	37.468	78.136
	2016	2	5	6.4	22.939	120.593
	1903	4	28	6.3	39.1	42.5
	1913	11	4	6.3	-14.2	-72.9
	1929	7	23	6.3	63.9	-21.7
	1938	8	10	6.3	-0.3	-78.4
	891			6.3	38.3	48.3
	1209	12	4	6.3	36	111.8
	1283			6.3	41.7	43.2
	1830	3	9	6.3	43	47
	1834	5	23	6.3	31.3	35.6
	1909	2	9	6.3	40.2	37.8
Tsu	1914	11	27	6.3	38.8	20.6
Tsu	1933	3	11	6.3	33.62	-117.97
	1935	4	11	6.3	36.3	53.5
Tsu	1951	12	21	6.3	26.7	100
	1989	8	20	6.3	11.766	41.942
	27			6.3	35.9	126.5
	89			6.3	35.9	126.5
	100			6.3	35.8	129.2
Tsu	123			6.3	35.8	129.2
	304			6.3	35.5	129.1
	501			6.3	39	125.3
	510			6.3	35.5	129.1
	664	9	12	6.3	35.5	129.1
	780			6.3	35.5	129.1
	1385	8	1	6.3	37.6	126.3
	1440	10	26	6.3	36.2	103.3
	1445	12	12	6.3	24.5	117.6
	1455	1	24	6.3	35.9	126.5
	1487	8	10	6.3	34.4	108.9
	1495	4	10	6.3	37.6	105.6
	1553	3	2	6.3	35.8	128.8
	1613	7	16	6.3	37.2	127
	1628	10	6	6.3	40.6	114.2
	1630	1	16	6.3	32.6	104.1
	1664	8	12	6.3	35.5	127.1
	1670	10	30	6.3	35.9	126.5
	1688	6	14	6.3	26.5	99.9
	1714	7	27	6.3	38.2	21.7
	1831	9	28	6.3	32.8	116.8
Tsu	1845	6	19	6.3	23.583	68.367
Tsu	1865	10	8	6.3	37.2	-121.9
Tsu	1882	12	9	6.3	23.8	120.5
	1917	1	24	6.3	31.3	116.2
	1931	4	27	6.3	39.2	46
	1934	1	20	6.3	41	108.8
	1945	9	23	6.3	39.5	119
	1959	4	25	6.3	37	28.7
Tsu	1965	7	6	6.3	38.267	22.3
	1966	6	27	6.3	29.554	80.854
	1990	5	13	6.3	-40.296	176.064
	1998	6	27	6.3	36.878	35.307
	1872	1	6	6.3	37.3	58.3
Tsu	1922	12	25	6.3	-43	173
Tsu	1925	5	25	6.3	12.2	122.1
Tsu	1927	12	1	6.3	-0.7	119.7
	1967	3	27	6.3	38.5	116.5
	1969	2	11	6.3	41.45	79.367
	1971	7	27	6.3	-2.7	-77.4
	1972	9	17	6.3	38.3	20.3
	1992	4	23	6.3	33.961	-116.318
Tsu	1985	3	16	6.3	17.013	-62.448
	1990	3	25	6.3	37.034	72.942
	2003	2	15	6.3	12.168	124.079
Tsu	1922	2	27	6.3	10.2	124.1
	1971	6	17	6.3	-25.5	-69.2
	1987	4	25	6.3	16.066	120.301
Tsu	1990	12	13	6.3	23.722	121.627
	1889	7	28	6.3	32.8	130.7
	1894	7	26	6.3	37.75	21.75
Tsu	1901	8	9	6.3	40.5	142.5
Tsu	1902	1	18	6.3	14.71	-91.59
	1904	11	5	6.3	23.5	120.3
	1917	1	4	6.3	23.9	120.9
	1927	7	11	6.3	32	35.5
	1930	9	22	6.3	38.4	68.5
	1930	12	8	6.3	23.2	120.6
	1933	11	28	6.3	32.1	56
	1935	7	11	6.3	35	138
Tsu	1938	3	22	6.3	52.2	-131.9
	1941	2	16	6.3	33.5	58.6
	1949	4	24	6.3	27.28	56.46
	1955	9	12	6.3	32.2	29.6
	1962	4	18	6.3	-10	-79
	1962	6	11	6.3	43.6	18.3
Tsu	1965	3	9	6.3	39.4	24
	1966	2	5	6.3	39.2	22
	1968	2	21	6.3	32	130.6
	1969	9	29	6.3	-32.9	19.7
	1971	11	24	6.3	52.9	159.2
	1974	1	5	6.3	-12.3	-76.35
	1979	12	17	6.3	-8.39	115.889
	1982	1	20	6.3	6.946	94.002
	1985	9	15	6.3	-4.13	136.049
Tsu	1987	2	6	6.3	36.988	141.689
Tsu	1987	6	18	6.3	-10.717	162.33
	1988	1	22	6.3	-19.847	133.803
	1990	6	17	6.3	27.398	65.719
Tsu	1992	8	11	6.3	32.536	141.641
Tsu	1993	2	7	6.3	37.634	137.245
	1993	4	18	6.3	-11.652	-76.53
Tsu	1993	8	7	6.3	41.985	139.839
	1996	3	19	6.3	39.993	76.696
	1998	2	3	6.3	15.883	-96.298
	1999	6	21	6.3	18.324	-101.539
	2000	6	7	6.3	26.856	97.238
	2002	11	20	6.3	35.414	74.515
	2003	2	24	6.3	39.61	77.23
	2003	8	14	6.3	39.16	20.605
	2004	5	28	6.3	36.29	51.61
Tsu	2004	11	21	6.3	15.679	-61.706
	2005	1	23	6.3	-1.198	119.933
	2006	5	26	6.3	-7.961	110.446
	2006	6	11	6.3	33.129	131.141
	2006	12	1	6.3	-8.251	118.777
	2007	5	16	6.3	20.504	100.746
	2008	5	29	6.3	64.004	-21.012
	2008	6	8	6.3	37.963	21.525
	2008	10	6	6.3	29.807	90.35
	2008	11	10	6.3	37.565	95.833
	2009	4	6	6.3	42.334	13.334
	2009	6	2	6.3	-17.757	167.949
	2009	9	12	6.3	10.705	-67.92
	2010	2	27	6.3	-24.872	-65.602
	2010	3	4	6.3	22.918	120.795
	2011	2	4	6.3	24.618	94.68
Tsu	2012	4	14	6.3	-18.972	168.741
	2012	5	14	6.3	-17.678	-69.591
	2012	6	29	6.3	43.433	84.7
	2012	8	18	6.3	-1.315	120.096
	2013	4	9	6.3	28.428	51.593
	2013	6	2	6.3	23.789	121.141
	2014	3	13	6.3	33.684	131.825
	2014	7	29	6.3	17.842	-95.524
	2015	12	25	6.3	36.5	71.132
	2016	1	25	6.3	35.741	-3.597
	2016	6	7	6.3	1.295	126.355
	2017	2	7	6.3	25.216	63.272
Tsu	2017	6	12	6.3	38.932	26.364
	2017	8	8	6.3	44.323	82.837
	1920	11	26	6.2	40.2	20
	1932	9	29	6.2	40.5	23.8
	1969	10	1	6.2	-11.7	-75.1
	1898	7	31	6.2	39.75	20.75
	1904	8	11	6.2	37.75	27
	1907	8	16	6.2	41.1	20.1
	1909	6	11	6.2	43.7	5.4
	1919	6	29	6.2	44	11.5
	1935	1	4	6.2	40.5	27.5
	1937	12	24	6.2	-10.5	-76.5
	1943	6	20	6.2	40.6	30.5
Tsu	1955	4	19	6.2	39.4	23.1
	1965	4	5	6.2	37.7	21.8
	1151			6.2	32.6	36.7
Tsu	1587	7	9	6.2	-5.3	-80.5
	1763	6	28	6.2	47.7	18.2
	1892	4	21	6.2	38.5	-121.9
Tsu	1968	9	20	6.2	10.5	-62.6
	1969	3	29	6.2	11.9	41.21
	1983	7	3	6.2	9.652	-83.688
	1983	12	22	6.2	11.866	-13.529
Tsu	1601	9	8	6.2	46.8	8.5
Tsu	1921	5	14	6.2	0.7	117.9
	1935	10	19	6.2	46.6	-112
	1945	9	12	6.2	2.5	15.6
	1976	11	7	6.2	33.8	59.15
	1979	5	24	6.2	42.255	18.752
Tsu	1980	6	29	6.2	34.808	139.181
	1983	2	13	6.2	39.945	75.135
	1983	5	2	6.2	36.219	-120.317
	1993	9	29	6.2	18.066	76.451
	2008	8	27	6.2	51.607	104.158
	2016	8	24	6.2	42.714	13.172
	1883	5	3	6.2	38.1	46.3
Tsu	1910	12	30	6.2	9	125.5
	1932	3	8	6.2	-17.5	179.6
Tsu	1958	2	7	6.2	31.5	104
	1962	6	24	6.2	25.2	101.2
	1966	3	26	6.2	37.68	115.27
	1973	8	28	6.2	18.27	-96.6
Tsu	1974	12	28	6.2	35.1	72.9
	1976	7	26	6.2	4.96	118.31
	1982	6	19	6.2	13.313	-89.339
	1983	3	23	6.2	38.294	20.262
	1986	6	11	6.2	10.597	-62.928
	1988	6	19	6.2	12.376	121.067
	1991	8	17	6.2	40.235	-124.348
	1992	5	15	6.2	41.019	72.429
	1986	7	21	6.2	37.537	-118.447
	1987	11	24	6.2	33.082	-115.775
	1991	9	18	6.2	14.646	-90.986
Tsu	1820			6.2	-4.5	11.6
	1990	12	13	6.2	23.916	121.636
	-1050			6.2	29.6	35
Tsu	1406	10	16	6.2	34.4	138.4
Tsu	1580	4	6	6.2	51.019	1.309
	1695	2	25	6.2	45.4	12.2
Tsu	1859	8	25	6.2	13.33	-87.81
	1875	11	2	6.2	16	38.5
	1884	7	20	6.2	15.7	39.6
Tsu	1891	6	22	6.2	-37.4	174.4
	1915	6	23	6.2	32.8	-115.5
	1920	2	20	6.2	42	44.1
	1929	7	15	6.2	32.2	49.7
	1936	6	30	6.2	33	60
Tsu	1948	6	2	6.2	6	95
	1951	7	9	6.2	16.1	-96.8
	1954	2	5	6.2	17.3	-92.6
	1955	4	4	6.2	13	-87
	1959	10	25	6.2	39.1	41.6
	1966	2	13	6.2	26.1	103.1
	1967	7	26	6.2	39.5	40.4
Tsu	1971	9	8	6.2	46.3	140.9
	1972	9	3	6.2	36	73.4
	1972	12	23	6.2	12.4	-86.1
	1974	9	23	6.2	-0.28	12.92
	1978	12	14	6.2	32.14	49.65
	1979	6	25	6.2	-4.98	145.577
	1979	10	20	6.2	-8.254	115.847
Tsu	1985	4	13	6.2	-9.245	114.185
	1987	9	22	6.2	-0.978	-78.05
	1989	4	15	6.2	29.987	99.195
	1989	7	14	6.2	-8.081	125.129
	1990	4	17	6.2	39.436	74.9
	1991	5	4	6.2	9.542	-82.418
	1993	3	20	6.2	29.084	87.333
	1994	2	5	6.2	0.593	30.037
	1995	10	23	6.2	26.003	102.227
	1997	4	11	6.2	39.527	76.941
Tsu	1997	9	30	6.2	31.959	141.878
	1998	7	9	6.2	38.65	-28.626
	1999	1	25	6.2	4.461	-75.724
	1999	5	6	6.2	29.501	51.88
	2002	8	15	6.2	-1.196	121.333
	2002	10	24	6.2	-1.884	29.004
	2006	4	1	6.2	22.868	121.278
	2006	11	29	6.2	2.52	128.283
Tsu	2007	4	21	6.2	-45.243	-72.648
Tsu	2007	8	2	6.2	47.116	141.798
	2008	7	8	6.2	-15.986	-71.748
	2009	8	28	6.2	37.696	95.718
	2010	5	6	6.2	-18.058	-70.547
	2010	6	30	6.2	16.396	-97.782
	2013	8	21	6.2	16.917	-99.381
	2014	1	20	6.2	-40.634	175.776
	2014	8	18	6.2	32.739	47.67
	2014	11	22	6.2	36.64	137.911
	2016	10	21	6.2	35.374	133.809
	2016	12	1	6.2	-15.294	-70.823
Tsu	2017	5	1	6.2	59.844	-136.695
Tsu	1846	8	14	6.1	43.4	10.6
	1959	9	1	6.1	40.9	19.8
	1208			6.1	42	60
	1895	4	14	6.1	46.1	14.5
	1956	7	21	6.1	23	70
	1962	1	11	6.1	43.3	17.1
	1972	3	20	6.1	-6.8	-76.8
	1102	2	28	6.1	35	62.1
	1390	5		6.1	39.8	64.4
